accidentnum,accidentdate,accident_year,accident_month,accident_hour,accident_weekday,latitude,latitude_new,latitude_use,longitude,longitude_new,longitude_use,xcoord,ycoord,accidentlocation,classificationofaccident,impactlocation,initialimpacttype,trafficcontrol,pedestrianinvolved,cyclistinvolved,environmentcondition1,xmlimportnotes
20272236,8/7/2020 6:30:00 AM,2020,8,6,Friday,43.44153,43.44152125081397,43.44153,-80.502385,-80.50238166919138,-80.502385,540268.45381,4809967.12166,Non intersection,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: WEST AVE; Road 2: HIGHLAND RD W; Vehicle #1     Make: HYUN     Model: SGL     Colour: BLK     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
20272247,8/6/2020 10:00:00 AM,2020,8,10,Thursday,43.416713,43.416704431535464,43.416713,-80.442194,-80.44219069819867,-80.442194,545157.70442,4807241.88964,Intersection related,P.D. only,Within intersection,Sideswipe,Stop sign,FALSE,FALSE,Clear,Road 1: WILSON AVE; Road 2: WEBSTER RD; Vehicle #1     Make: GMC     Model: SAV     Colour: WHI     Style: FV; Vehicle #2     Make: TOYT     Model: SIE     Colour: GRY     Style: VN
20272250,12/19/2020 12:13:00 PM,2020,12,12,Saturday,43.394865,43.39485671735378,43.394865,-80.443642,-80.44363819218324,-80.443642,545056.71205,4804814.77571,At/near private drive,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Snow,Road 1: PIONEER DR (50 km/h); Road 2: 399 PIONEER DR; Distance: 5.0 K W; Vehicle #1     Make: TOYT     Model: RUN     Colour: BLK     Style: TY; Vehicle #2     Make: SUBA     Model: FOR     Colour: RED     Style: TY
20272419,12/19/2020 2:15:00 PM,2020,12,14,Saturday,43.435266,43.43525764581332,43.435266,-80.454887,-80.45488360948583,-80.454887,544116.66614,4809295.55414,At intersection,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Snow,Road 1: 2ND AVE (50 km/h); Road 2: KINGSWAY DR (50 km/h); Vehicle #1     Make: KIA     Model: RIO     Colour: SIL     Style: 4B; Vehicle #2     Make: CHEV     Model: CZT     Colour: GRY     Style: 4D
20272420,12/19/2020 2:20:00 PM,2020,12,14,Saturday,43.43394,43.43393162070872,43.43394,-80.457198,-80.4571938359963,-80.457198,543930.65674,4809147.06925,At intersection,P.D. only,Thru lane,Rear end,Stop sign,FALSE,FALSE,Snow,Road 1: FIRST AVE (20 km/h); Road 2: ECKERT ST (20 km/h); Vehicle #1     Make: KIA     Model: RIO     Colour: SIL     Style: 4B; Vehicle #2     Make: CHEV     Model: CZT     Colour: GRY     Style: 4D
20272931,8/6/2020 1:00:00 PM,2020,8,13,Thursday,43.498352,43.49834378634333,43.498352,-80.47125,-80.47124586949093,-80.47125,542747.97355,4816293.22086,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: EAGLECREST ST (IFO 65); Road 2: KESTREL ST; Vehicle #1     Make: HYUN     Model: EGM     Colour: BLK     Style: 4D; Vehicle #2     Make: BMW     Model: 325     Colour: BLK     Style: 4D
20272936,7/26/2020 2:40:00 PM,2020,7,14,Sunday,43.442837,43.44282854062163,43.442837,-80.473789,-80.47378541713842,-80.473789,542581.61691,4810126.52268,Intersection related,Non-reportable,Thru lane,Other,Traffic signal,FALSE,FALSE,Clear,Road 1: KING ST; Road 2: BORDEN AVE N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: KIA     Model: FLG     Colour: SIL     Style: 4D
20272968,7/4/2020 10:30:00 AM,2020,7,10,Saturday,43.422693,43.42268440701976,43.422693,-80.526942,-80.52693820652941,-80.526942,538293.1529,4807863.58472,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: SILVER ASPEN CRESCENT (IFO 62); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: TUN     Colour: WHI     Style: PK
20272999,7/15/2020 3:03:00 PM,2020,7,15,Wednesday,43.476793,43.476784878993875,43.476793,-80.491417,-80.49141352381281,-80.491417,541132.1115,4813888.77079,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: LANG CRESCENT (IFO 91); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: RAM     Model: RTR     Colour: BLK     Style: PK
20273081,6/26/2020 12:40:00 PM,2020,6,12,Friday,43.402752,43.40274336679115,43.402752,-80.510953,-80.51094902764555,-80.510953,539600.42932,4805656.47091,At/near private drive,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 11 YARROW COURT (IFO HOSUE); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: LEXS     Model: RX5     Colour: GRY     Style: TY
20273111,6/25/2020 5:30:00 PM,2020,6,17,Thursday,43.430063,43.43005485000751,43.430063,-80.48838,-80.48837580221034,-80.48838,541409.6617,4808700.56113,At/near private drive,Non-reportable,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: HOFFMAN ST (IFO 357); Vehicle #1     Make: FORD     Model: FL     Colour: BLK     Style: 4D; Vehicle #2     Make: TOYT     Model: RV4     Colour: SIL     Style: TY
20273119,6/17/2020 4:00:00 PM,2020,6,16,Wednesday,43.496249,43.49624028944354,43.496249,-80.475486,-80.47548243188145,-80.475486,542406.93345,4816057.44311,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: HAWKSWOOD DR (IFO 135); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: LEXS     Model: RX5     Colour: GRY     Style: TY
20273141,6/23/2020 7:45:00 AM,2020,6,7,Tuesday,43.461985,43.461976496848784,43.461985,-80.461465,-80.46146103237392,-80.461465,543565.16852,4812259.4169,Intersection related,Non-reportable,Thru lane,Rear end,Traffic signal,FALSE,FALSE,Clear,Road 1: FREDERICK ST; Road 2: RIVER RD E; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HYUN     Model: SFT     Colour: ONG     Style: TY
20273835,5/13/2020 2:00:00 PM,2020,5,14,Wednesday,43.45838,43.458371803867415,43.45838,-80.453507,-80.45350333955955,-80.453507,544211.53459,4811863.28152,Intersection related,P.D. only,Right turn lane,Rear end,Stop sign,FALSE,FALSE,Clear,Road 1: NIAGARA RD; Road 2: RIVER RD; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: HV4     Colour: BLU     Style: TY
20273931,4/10/2020 9:20:00 AM,2020,4,9,Friday,43.432897,43.43288840828271,43.432897,-80.516619,-80.51661536215246,-80.516619,539122.18959,4809001.60324,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: OVERLEA COURT (IFO 10); Road 2: OVERLEA DR; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: ACUR     Model: RSX     Colour: BGE     Style: 2B
20273964,12/1/2020 4:00:00 PM,2020,12,16,Tuesday,43.462658,43.46264952486381,43.462658,-80.479436,-80.47943195453651,-80.479436,542110.9394,4812324.919,Intersection related,P.D. only,Thru lane,Angle,Stop sign,FALSE,FALSE,Snow,Road 1: WELLINGTON ST N; Road 2: SPRING VALLEY RD; Vehicle #1     Make: HYUN     Model: EGM     Colour: BLK     Style: 4D; Vehicle #2     Make: FORD     Model: COF     Colour: WHI     Style: PK
20273996,12/2/2020 4:00:00 PM,2020,12,16,Wednesday,43.456106,43.45609708088937,43.456106,-80.462506,-80.46250213751418,-80.462506,543485.16148,4811605.91955,Non intersection,P.D. only,Thru lane,SMV other,No control,FALSE,FALSE,Clear,Road 1: KRUG ST; Road 2: ETON DR; Vehicle #1     Make: ACUR     Model: MDX     Colour: WHI     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:
20275251,12/15/2020 11:15:00 AM,2020,12,11,Tuesday,43.402457,43.402448784065164,43.402457,-80.414557,-80.41455290921529,-80.414557,547406.2558,4805674.04842,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 216 LONGVIEW CRESCENT (IFO); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HYUN     Model: R5G     Colour: BLU     Style: TY
20275266,12/21/2020 4:30:00 PM,2020,12,16,Monday,43.44486,43.44485119762123,43.44486,-80.484156,-80.48415207847962,-80.484156,541741.3481,4810345.90756,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 162 CHURCH ST; Vehicle #1     Make: GMC     Model: ACA     Colour: BLK     Style: TY; Vehicle #2     Make: DODG     Model: CHS     Colour: BLK     Style: 4D
20275279,12/23/2020 2:30:00 PM,2020,12,14,Wednesday,43.388819,43.38881032085606,43.388819,-80.474694,-80.4746902164888,-80.474694,542546.20308,4804126.97716,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: FEATHERSTONE CRESCENT (IFO 313); Road 2: FEATHERSTONE ST; Vehicle #1     Make: ACUR     Model: ATL     Colour: GRY     Style: 4D; Vehicle #2     Make: TOYT     Model: CEP     Colour: BLK     Style: 4D
20275327,12/23/2020 4:02:00 PM,2020,12,16,Wednesday,43.463165,43.46315696236824,43.463165,-80.429434,-80.4294302564743,-80.429434,546155.40817,4812407.76837,At/near private drive,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Clear,Road 1: 12 STANMORE AVE (10 km/h); Road 2: STANMORE AVE; Distance: 5.0 M S; Vehicle #1     Make: HYUN     Model: ION     Colour: GRY     Style: 4B
20275871,12/22/2020 10:00:00 AM,2020,12,10,Tuesday,43.446286,43.44627767750572,43.446286,-80.468585,-80.46858128023094,-80.468585,543000.29647,4810512.24702,Non intersection,P.D. only,Thru lane,Sideswipe,No control,FALSE,FALSE,Clear,Road 1: EAST AVE (IFO 400); Vehicle #1     Make: GMC     Model: CAN     Colour: BLK     Style: PK; Vehicle #2     Make: KIA     Model: FNG     Colour: WHI     Style: 4D
20275884,12/6/2020 6:00:00 PM,2020,12,18,Sunday,43.462377,43.46236837367214,43.462377,-80.486862,-80.48685870309328,-80.486862,541510.34993,4812289.96693,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 42 EDWIN ST; Vehicle #1     Make: FORD     Model: TRN     Colour: WHI     Style: FV; Vehicle #2     Make: CHEV     Model: SIL     Colour: WHI     Style: PK
20276135,12/24/2020 8:00:00 PM,2020,12,20,Thursday,43.433408,43.4333992090117,43.433408,-80.448788,-80.44878459889554,-80.448788,544611.62955,4809092.40854,At intersection,P.D. only,Within intersection,Turning movement,Traffic signal,FALSE,FALSE,Snow,Road 1: KINGSWAY DR; Road 2: FRANKLIN ST S; Vehicle #1     Make: VOLK     Model: PTL     Colour: WHI     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
20276149,12/24/2020 6:22:00 PM,2020,12,18,Thursday,43.376098,43.3760898773829,43.376098,-80.424344,-80.42434030905079,-80.424344,546633.92972,4802741.21015,Intersection related,P.D. only,Within intersection,SMV other,Stop sign,FALSE,FALSE,Snow,Road 1: THOMAS SLEE DR (50 km/h); Road 2: ROBERT FERRIE DR (50 km/h); Vehicle #1     Make: TOYT     Model: CBL     Colour: SIL     Style: 4D
20276157,12/24/2020 6:26:00 PM,2020,12,18,Thursday,43.463913,43.46390421434996,43.463913,-80.444814,-80.44481064370304,-80.444814,544910.67878,4812482.34813,At intersection,P.D. only,Not on roadway - right side,SMV other,Stop sign,FALSE,FALSE,Snow,Road 1: NATCHEZ RD (50 km/h); Road 2: HALIFAX DR (50 km/h); Vehicle #1     Make: PETE     Model:      Colour:      Style:
20276161,12/24/2020 6:30:00 PM,2020,12,18,Thursday,43.467561,43.4675520747543,43.467561,-80.445995,-80.44599165935179,-80.445995,544812.44842,4812886.83483,Non intersection,P.D. only,Not on roadway - right side,SMV unattended vehicle,No control,FALSE,FALSE,Snow,Road 1: 63 MATTHEW ST (50 km/h); Road 2: MATTHEW ST; Distance: 2.0 M E; Vehicle #1     Make: CHEV     Model: CAL     Colour: BLK     Style: PK; Vehicle #2     Make: DODG     Model: CJO     Colour: SIL     Style: TY
20276328,12/25/2020 1:00:00 PM,2020,12,13,Friday,43.470914,43.470905741105696,43.470914,-80.452231,-80.45222765318675,-80.452231,544305.58273,4813255.94883,Non intersection,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Snow,Road 1: 400 BINGEMANS CENTRE DR (50 km/h); Road 2: BINGEMANS CENTRE DR; Distance: 24.0 M W; Vehicle #1     Make: TOYT     Model: CBL     Colour: GRY     Style: 4D
20277404,12/26/2020 11:55:00 PM,2020,12,23,Saturday,43.4219719,43.45175033369199,43.4219719,-80.5122389,-80.49241574766711,-80.5122389,541068,4811108,Other,P.D. only,Off highway,SMV other,No control,FALSE,FALSE,Clear,Road 1: 529 GREENBROOK DR; Road 2: GREENBROOK DR; Vehicle #1     Make: CHEV     Model: SIL     Colour: WHI     Style: CW
20277580,12/25/2020 10:00:00 AM,2020,12,10,Friday,43.431729,43.43172048749758,43.431729,-80.553699,-80.55369567283631,-80.553699,536121.82758,4808855.15799,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Snow,Road 1: HUCK CRESCENT (IFO 187); Road 2: LAUREL SPRINGS CT; Vehicle #1     Make: HOND     Model: UCL     Colour: BRN     Style: 4D; Vehicle #2     Make: CHRY     Model: 20S     Colour: BLK     Style: 4D
20277663,12/25/2020 8:15:00 PM,2020,12,20,Friday,43.464639,43.464630099357294,43.464639,-80.473842,-80.47383841651974,-80.473842,542562.03539,4812547.72007,Intersection related,Non-reportable,Thru lane,SMV other,Stop sign,FALSE,FALSE,Clear,Road 1: WELLINGTON ST N; Road 2: HWY 7 OFFRAMP; Vehicle #1     Make: KIA     Model: RES     Colour: WHI     Style: 4D
20277831,12/27/2020 3:30:00 PM,2020,12,15,Sunday,43.441575,43.44156667571386,43.441575,-80.42525,-80.42524595131101,-80.42525,546510.43496,4810012.33397,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 231 BRIARMEADOW DR; Vehicle #1     Make: FORD     Model: EPR     Colour: BLK     Style: TY; Vehicle #2     Make: HOND     Model: CPL     Colour: GRN     Style: TY
20277872,12/27/2020 4:50:00 PM,2020,12,16,Sunday,43.45979,43.45978180577378,43.45979,-80.502785,-80.50278161139684,-80.502785,540223.9859,4811994.89665,Intersection related,P.D. only,Off highway,SMV other,Stop sign,FALSE,FALSE,Clear,Road 1: 175 WATERLOO ST (50 km/h); Road 2: GUELPH ST (50 km/h); Vehicle #1     Make: TOYT     Model: CXR     Colour: BLU     Style: 4B
20278300,12/28/2020 11:00:00 AM,2020,12,11,Monday,43.444303,43.44429422065014,43.444303,-80.477087,-80.47708372491287,-80.477087,542313.69377,4810287.61667,At intersection,Non-reportable,Within intersection,Angle,Traffic signal,FALSE,FALSE,Clear,Road 1: KING ST E; Road 2: STIRLING AVE N; Vehicle #1     Make: VOLK     Model: JTD     Colour: GRY     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
20278422,12/28/2020 2:30:00 PM,2020,12,14,Monday,43.43911,43.43910177261192,43.43911,-80.493515,-80.49351160580812,-80.493515,540987.87467,4809702.7463,Non intersection,P.D. only,Thru lane,Angle,No control,FALSE,FALSE,Drifting Snow,Road 1: HIGHLAND RD E; Road 2: SPADINA RD E; Vehicle #1     Make: DODG     Model: JOU     Colour: GRY     Style: TY; Vehicle #2     Make: FORD     Model: SPE     Colour: SIL     Style: TY
20278676,12/28/2020 8:46:00 PM,2020,12,20,Monday,43.444714,43.44470515253386,43.444714,-80.477942,-80.47793875097268,-80.477942,542244.22013,4810332.81975,Non intersection,P.D. only,Thru lane,Approaching,No control,FALSE,FALSE,Clear,Road 1: KING ST E (50 km/h); Road 2: FAIRVIEW AVE; Distance: 5.0 M E; Vehicle #1     Make: FORD     Model: COF     Colour: RED     Style: PK; Vehicle #2     Make: CHEV     Model: ETV     Colour: WHI     Style: CB
20279028,12/25/2020 10:00:00 AM,2020,12,10,Friday,43.462592,43.462583365351385,43.462592,-80.479622,-80.47961784068518,-80.479622,542095.94817,4812317.47752,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 543 WELLINGTON ST N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: CHEV     Model: ML2     Colour: BRN     Style: 4D
20279126,12/27/2020 5:15:00 PM,2020,12,17,Sunday,43.420714,43.420705901430445,43.420714,-80.464182,-80.4641786778537,-80.464182,543374.79804,4807674.60341,Non intersection,P.D. only,Thru lane,Turning movement,No control,FALSE,FALSE,Clear,Road 1: BLOCK LINE RD; Road 2: COURTLAND AVE E VANIER KITCHENER; Vehicle #1     Make: HOND     Model: CCL     Colour: BLK     Style: 4D; Vehicle #2     Make: BUIC     Model: ENC     Colour: WHI     Style: TY
20279157,12/29/2020 1:40:00 PM,2020,12,13,Tuesday,43.478373,43.47836435364192,43.478373,-80.429541,-80.42953699456741,-80.429541,546135.20458,4814096.60829,At/near private drive,P.D. only,Thru lane,Angle,No control,FALSE,FALSE,Clear,Road 1: 2365 SHIRLEY DR; Vehicle #1     Make: BMW     Model: M55     Colour: BLK     Style: 4D; Vehicle #2     Make: VOLV     Model: ARO     Colour: WHI     Style: CT
20279238,12/24/2020 2:36:00 PM,2020,12,14,Thursday,43.435376,43.43536724135619,43.435376,-80.455855,-80.4558509656698,-80.455855,544038.29769,4809307.21383,Non intersection,P.D. only,Thru lane,Approaching,No control,FALSE,FALSE,Snow,Road 1: KINGSWAY DR; Road 2: 2ND AVE; Vehicle #1     Make: JEEP     Model: WUL     Colour: BLK     Style: TY; Vehicle #2     Make: NISS     Model: TTN     Colour: WHI     Style: PK
20280191,12/30/2020 11:41:00 PM,2020,12,23,Wednesday,43.406315,43.40630655194079,43.406315,-80.405947,-80.40594365069786,-80.405947,548100.33475,4806107.4094,At/near private drive,P.D. only,Not on roadway - left side,SMV other,No control,FALSE,FALSE,Clear,Road 1: 210 PIONEER TOWER RD (50 km/h); Road 2: PIONEER TOWER RD; Distance: 15.0 M W; Vehicle #1     Make: FORD     Model: EDG     Colour: SIL     Style: TY
20280745,12/31/2020 6:20:00 PM,2020,12,18,Thursday,43.430963,43.43095497585563,43.430963,-80.416411,-80.41640683486037,-80.416411,547233.97168,4808838.80101,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 270 MORRISON RD (ON THE ROADWAY); Vehicle #1     Make: HOND     Model: HRV     Colour: WHI     Style: TY; Vehicle #2     Make: KIA     Model: E5G     Colour: GRY     Style: 4B
20280852,12/31/2020 8:45:00 PM,2020,12,20,Thursday,43.410204,43.41019506228048,43.410204,-80.509962,-80.50995845406617,-80.509962,539675.77628,4806484.5007,Intersection related,P.D. only,Thru lane,Sideswipe,unknown,FALSE,FALSE,Clear,Road 1: ACTIVA AVE; Road 2: WILDERNESS DR; Vehicle #1     Make: TOYT     Model: MTL     Colour: SIL     Style: 4D; Vehicle #2     Make: HYUN     Model: TUC     Colour: BLK     Style: TY
20389061,2/19/2020 12:30:00 PM,2020,2,12,Wednesday,43.393561,43.39355213179949,43.393561,-80.437982,-80.43797841776721,-80.437982,545516.04359,4804672.96672,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Clear,Road 1: PIONEER DR; Road 2: BECHTEL DR KITCHENER; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: DODG     Model: RPC     Colour: TAN     Style: CW
20422202,6/12/2020 11:55:00 AM,2020,6,11,Friday,43.444992,43.44498328397388,43.444992,-80.48437,-80.48436594676978,-80.48437,541723.95151,4810360.46958,Non intersection,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 156 CHURCH ST; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HYUN     Model: ESM     Colour: BLK     Style: 4D
20446788,2/29/2020 8:30:00 AM,2020,2,8,Saturday,43.442005,43.44199637602035,43.442005,-80.500302,-80.500298396169,-80.500302,540436.72099,4810020.89662,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: 69 BROCK ST; Vehicle #1     Make: MERZ     Model: ZFG     Colour: WHI     Style: 4D; Vehicle #2     Make: GMC     Model: SIE     Colour: WHI     Style: PK
20815360,1/8/2020 9:00:00 PM,2020,1,21,Wednesday,43.465463,43.46545434637366,43.465463,-80.471558,-80.47155379145109,-80.471558,542746.26178,4812640.42902,Intersection related,P.D. only,Thru lane,Sideswipe,Stop sign,FALSE,FALSE,Clear,Road 1: WELLINGTON ST N (ON OVERPASS TO CONNESTOGA PKWY); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: HYUN     Model: SGL     Colour: RED     Style: 4D
20924191,11/12/2020 8:50:00 PM,2020,11,20,Thursday,43.49973,43.49972171720862,43.49973,-80.472429,-80.47242494687166,-80.472429,542651.67904,4816445.64662,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 117 EAGLECREST ST; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: VOLK     Model: GLF     Colour: GRY     Style: 4D
21000071,1/1/2021 1:32:00 AM,2021,1,1,Friday,43.412211,43.41220280565919,43.412211,-80.505386,-80.50538226083721,-80.505386,540044.96135,4806709.66169,Non intersection,P.D. only,Right shoulder,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: DINISON CRESCENT (40 km/h); Road 2: WILLIAMSBURG RD; Distance: 300.0 M E; Vehicle #1     Make: INFI     Model: G35     Colour: BLK     Style: 2D; Vehicle #2     Make: TOYT     Model: XLL     Colour: BRN     Style: 4D
21000205,1/1/2021 8:11:00 AM,2021,1,8,Friday,43.456799,43.45679055083959,43.456799,-80.516554,-80.51655052484206,-80.516554,539112.03455,4811656.13845,At intersection,Non-fatal injury,Within intersection,Angle,unknown,FALSE,FALSE,Clear,Road 1: UNION BLVD (50 km/h); Road 2: PARK ST (50 km/h); Vehicle #1     Make: HOND     Model: CXG     Colour: SIL     Style: 4D; Vehicle #2     Make: TOYT     Model: VEN     Colour: WHI     Style: TY
21000570,1/1/2021 7:58:00 PM,2021,1,19,Friday,43.423105,43.42309618722863,43.423105,-80.519713,-80.51970943342886,-80.519713,538878.04102,4807912.66206,At/near private drive,P.D. only,Not on roadway - right side,SMV other,No control,FALSE,FALSE,Snow,Road 1: 15 MCGARRY DR (50 km/h); Road 2: MCGARRY DR; Distance: 10.0 K N; Charged Driver #1 on page 1: CCC 320.14SU (NA) (NA); Vehicle #1     Make: HYUN     Model: C2G     Colour: WHI     Style: 4B
21000613,1/1/2021 9:15:00 PM,2021,1,21,Friday,43.42275,43.42274200352342,43.42275,-80.520159,-80.52015539474779,-80.520159,538842.16822,4807873.11965,At/near private drive,P.D. only,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Freezing Rain,Road 1: 27 MCGARRY DR (50 km/h); Road 2: MCGARRY DR; Distance: 1.0 K W; Vehicle #1     Make: FORD     Model: EPR     Colour: BLU     Style: TY; Vehicle #2     Make: MERZ     Model: SPR     Colour: WHI     Style: FV
21001068,1/2/2021 3:20:00 PM,2021,1,15,Saturday,43.454238,43.45422953108559,43.454238,-80.510315,-80.5103107812613,-80.510315,539618.51499,4811374.66692,Intersection related,P.D. only,Thru lane,Turning movement,unknown,FALSE,FALSE,Clear,Road 1: PARK ST; Road 2: GLASGOW ST; Vehicle #1     Make: TOYT     Model: YAR     Colour: GRY     Style: 4B; Vehicle #2     Make: SUBA     Model: FOR     Colour: SIL     Style: TY
21001357,11/22/2020 9:50:00 AM,2020,11,9,Sunday,43.384308,43.38429950857073,43.384308,-80.480091,-80.48008686394465,-80.480091,542112.23653,4803623.28515,Non intersection,P.D. only,Thru lane,Rear end,No control,FALSE,FALSE,Snow,Road 1: ROCHEFORT ST.; Road 2: MADELEINE ST; Vehicle #1     Make: DODG     Model: CAR     Colour: WHI     Style: VN; Vehicle #2     Make:      Model:      Colour:      Style:
21001536,11/22/2020 5:15:00 PM,2020,11,17,Sunday,43.390444,43.39043566498072,43.390444,-80.443157,-80.44315302165779,-80.443157,545099.28174,4804324.05244,Intersection related,P.D. only,Within intersection,Angle,Stop sign,FALSE,FALSE,Snow,Road 1: BECHTEL DR; Road 2: PATHFINDER CRESCENT; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: VOLK     Model: TIG     Colour: BLK     Style: TY
21001546,11/22/2020 2:30:00 PM,2020,11,14,Sunday,43.387121,43.38711202848486,43.387121,-80.43502,-80.4350167288559,-80.43502,545760.74528,4803959.37389,At intersection,P.D. only,Within intersection,Rear end,unknown,FALSE,FALSE,Snow,Road 1: DOON MILLS DR; Road 2: APPLE RIDGE DR DOON SOUTH KITCHENER; Distance:  S; Vehicle #1     Make: JAGU     Model: XER     Colour: WHI     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:
21004050,1/6/2021 4:14:00 PM,2021,1,16,Wednesday,43.456799,43.45679055082888,43.456799,-80.516548,-80.51654464415553,-80.516548,539112.51031,4811656.14121,At intersection,Non-fatal injury,Within intersection,Angle,unknown,FALSE,FALSE,Clear,Road 1: UNION BLVD (50 km/h); Road 2: PARK ST (50 km/h); Vehicle #1     Make: NISS     Model: VSA     Colour: BLU     Style: 4D; Vehicle #2     Make: TOYT     Model: CIE     Colour: BLU     Style: VN
21004649,12/10/2020 7:20:00 AM,2020,12,7,Thursday,43.410492,43.410483963210055,43.410492,-80.467227,-80.46722335263034,-80.467227,543135.58607,4806537.80914,Intersection related,P.D. only,Thru lane,Rear end,Stop sign,FALSE,FALSE,Clear,Road 1: CENTURY HILL DR; Road 2: COUNTRY HILL DR; Vehicle #1     Make: FORD     Model: FSE     Colour: GRY     Style: 4D; Vehicle #2     Make: RAM     Model: RTR     Colour: WHI     Style: PK
21004669,12/11/2020 10:35:00 AM,2020,12,10,Friday,43.456804,43.45679558454782,43.456804,-80.516568,-80.51656405051571,-80.516568,539110.93705,4811656.69113,Intersection related,Non-reportable,Thru lane,Sideswipe,Traffic signal,FALSE,FALSE,Clear,Road 1: PARK ST; Road 2: UNION BLVD; Distance: 100.0 M S; Vehicle #1     Make: CHEV     Model: ETV     Colour: MLT     Style: CB; Vehicle #2     Make:      Model:      Colour:      Style:
21004786,11/6/2020 12:45:00 PM,2020,11,12,Friday,43.460717,43.46070814631199,43.460717,-80.482008,-80.48200427930298,-80.482008,541904.19376,4812108.01693,Non intersection,Non-reportable,Thru lane,SMV unattended vehicle,No control,FALSE,FALSE,Clear,Road 1: 399 BREITHAUPT ST; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: NISS     Model: VMT     Colour: GRY     Style: 4D
21004858,12/29/2020 2:40:00 PM,2020,12,14,Tuesday,43.451287,43.451278526370366,43.451287,-80.489378,-80.48937412489798,-80.489378,541314.41538,4811057.10625,At/near private drive,P.D. only,Thru lane,Other,No control,FALSE,FALSE,Clear,Road 1: 30 DUKE ST W; Vehicle #1     Make: FORD     Model: TST     Colour: WHI     Style: FV; Vehicle #2     Make: HYUN     Model: EGM     Colour: BRN     Style: 4D
